FIPS_STATE,FIPS_COUNTY,FIPS_PLACE
36,109,41223
36,109,12606
36,109,19620
36,109,20962
36,109,24548
36,109,30972
36,109,38088
36,109,41234
36,109,50254
36,109,75990
36,111,99111
36,111,23965
36,111,39727
36,111,50551
36,111,65288
36,111,20247
36,111,24691
36,111,28255
36,111,32116
36,111,37143
36,111,39738
36,111,42994
36,111,45458
36,111,45722
36,111,50562
36,111,54749
36,111,58552
36,111,63011
36,111,63737
36,111,65299
36,111,66597
36,111,66674
36,111,75935
36,111,78828
36,111,83052
36,113,99113
36,113,29333
36,113,40508
36,113,7234
36,113,40519
36,113,15319
36,113,31335
36,113,35639
36,113,38715
36,113,40662
36,113,60356
36,113,71641
36,113,73814
36,113,78300
36,115,99115
36,115,2550
36,115,11825
36,115,26704
36,115,26770
36,115,30026
36,115,30675
36,115,35980
36,115,81622
36,115,2561
36,115,11836
36,115,20885
36,115,22656
36,115,26715
36,115,26781
36,115,30037
36,115,30686
36,115,31885
36,115,32457
36,115,33040
36,115,38143
36,115,39650
36,115,60092
36,115,64782
36,115,81578
36,115,81633
36,117,99117
36,117,16573
36,117,49891
36,117,56187
36,117,60829
36,117,68209
36,117,82678
36,117,68242
36,117,2440
36,117,11473
36,117,28013
36,117,37165
36,117,43973
36,117,44160
36,117,45645
36,117,55013
36,117,56198
36,117,63605
36,117,65343
36,117,68220
36,117,78102
36,117,82040
36,117,82689
36,119,99119
36,119,2506
36,119,8103
36,119,8532
36,119,10341
36,119,19213
36,119,20698
36,119,24295
36,119,32710
36,119,37803
36,119,41333
36,119,44831
36,119,48890
36,119,49121
36,119,50617
36,119,67638
36,119,55530
36,119,56979
36,119,57001
36,119,57023
36,119,58728
36,119,59223
36,119,64309
36,119,65431
36,119,73176
36,119,75583
36,119,81677
36,119,84000
36,119,64325
36,119,32402
36,119,5320
36,119,18410
36,119,21820
36,119,30367
36,119,32413
36,119,42136
36,119,44842
36,119,49011
36,119,50078
36,119,51693
36,119,53517
36,119,55541
36,119,57012
36,119,59685
36,119,64320
36,119,68308
36,119,84077
36,121,99121
36,121,2407
36,121,3001
36,121,12771
36,121,27969
36,121,57243
36,121,67466
36,121,78333
36,121,83371
36,121,2418
36,121,3012
36,121,5936
36,121,12782
36,121,18696
36,121,21369
36,121,27980
36,121,28596
36,121,38341
36,121,46877
36,121,55222
36,121,57254
36,121,57826
36,121,66773
36,121,78344
36,121,81325
36,123,99123
36,123,20896
36,123,21050
36,123,57177
36,123,64199
36,123,4594
36,123,6002
36,123,38044
36,123,38583
36,123,47020
36,123,47504
36,123,59597
36,123,70816
36,123,75055
